,tweet_dt,id,username,name,tweet,hashtag,geo
0,2022-02-20,1495497746362503170,chiefs_227_tv,Jamaal Al-Din,"RT @Hoops227_NFL: 4,740 Yds 38 TD 227's YouTube Chili' Patrick Chili' Mahomes #RunItBack #SuperBowl Spicy' https://t.co/5NTwCXcGsl https://…",SuperBowl,False
1,2022-02-20,1495497526916665344,Solking2019,ZiggyBowie,RT @algomo: No mmms recordando a 2pac #PepsiHalftime #SuperBowl https://t.co/EHtsxXXiCW,SuperBowl,False
2,2022-02-20,1495497526207647746,Hoops227_NFL,Jamaal Al-Din,"4,740 Yds 38 TD 227's YouTube Chili' Patrick Chili' Mahomes #RunItBack #SuperBowl Spicy' https://t.co/5NTwCXcGsl… https://t.co/aA4Xo38RPL",SuperBowl,False
3,2022-02-20,1495497234074378243,MPhillips331,Mike Phillips,#RuleTheJungle missed a chance to win their first #SuperBowl and @Joe__DAloisio says it isn't safe to assume they'l… https://t.co/STTX8psRO5,SuperBowl,True
4,2022-02-20,1495497137022726145,RamsOwnTheNFL,Rams own the NFL,@LaMeloLover @RamsNFL @AaronDonald97 @jalenramsey @obj @_Real24_ @Leonard90Flo Cry #RamsHouse #SuperBowl https://t.co/DWIm8fnstE,SuperBowl,False
5,2022-02-20,1495496825775833090,TerranceSulli19,Terrance Sullivan,"RT @RefBrandonTolle: Day 2 here in New Orleans for @IMPACTWRESTLING #IMPACTonAXSTV Tapings. @Willie_Mack is walking around ringside, sees m…",SuperBowl,True
6,2022-02-20,1495496696385654784,Deu1012131,D.e.u.10-12-13,"RT @ParlonsSportFM: 🏈Le football américain en France :
 pas encore assez entré dans la culture du sport en France. 

🎙Retrouvez notre Émiss…",SuperBowl,False
7,2022-02-20,1495496661585571849,manuel_berisha,Manuel Berisha,RT @NFLDeutschland: EPISCH! 🔥 #SuperBowl #PepsiHalftime https://t.co/RTnjbFI8l5,SuperBowl,False
8,2022-02-20,1495496516554924033,ParlonsSportFM,Parlons Sport,"🏈Le football américain en France :
 pas encore assez entré dans la culture du sport en France. 

🎙Retrouvez notre É… https://t.co/wi2RUBLLsg",SuperBowl,True
9,2022-02-20,1495496505230249995,theryanmichael,Ryan Michael,"RT @theryanmichael: The 40 Greatest Quarterbacks in
Pro Football History (1920-2021) 
Via: @theryanmichael

1. #PeytonManning
2. #TomBrady…",SuperBowl,False
10,2022-02-20,1495496260790505472,ChrliesWarchest,Devi Rhamesz,"Many goodies being thrown out by the US side that could rupture 🇷🇺#Russia plans for an invasion of 🇺🇦#Ukraine

Trig… https://t.co/WDVHEPIYZS",SuperBowl,True
11,2022-02-20,1495496124861489163,ThatBitchSno,that bitch Sno,"RT @sport: #Superbowl 🇺🇸

😂 La aparición de @50cent que no esperabas  #PepsiHalftime

https://t.co/mPPZJzqAyz",SuperBowl,True
12,2022-02-20,1495496116862955520,fwdfix,ertz,RT @peppapig: When the camera lands on you at the Super Bowl 😂 #SBLVI #superbowl https://t.co/XQ0Ctnkn1s,SuperBowl,False
13,2022-02-20,1495495934649720838,Lindaoa38027243,Linda oakley,"RT @Mindcite_US: ""We must always take sides. Neutrality helps the oppressor, never the oppressed."" -Holocaust survivor and Nobel laureate E…",SuperBowl,False
14,2022-02-20,1495495850516176905,eaPeeDee,elton alexander,"RT @Isley23: First the #NFL with the #SuperBowl and now #NASCAR with the #DAYTONA500.

Just stop trying to do too much. You don't have to g…",SuperBowl,False
15,2022-02-20,1495495810481627138,MoritzvG,MoritzvG,"RT @TerribleMaps: Super Bowl wins by country #SuperbOwlLVI #SuperBowl
#Superb #Owl https://t.co/6rx9y8nDvV",SuperBowl,True
16,2022-02-20,1495495747852189700,VesiiDaKing_,Vevesi Uta,RT @TheGleef: Post a screenshot of who you got going to the Super Bowl next year! #NFL #SuperBowl https://t.co/uuIaXs2toX,SuperBowl,True
17,2022-02-20,1495495743460851715,r_arre_,Ricky,RT @burner_cp3: Megan Thee Stallion booed at the #SuperBowl  guess they all know Tory Lanez ain’t shoot her https://t.co/OOpHVzk87Q,SuperBowl,True
18,2022-02-20,1495495733545508873,DevonLeBlanc13,Devon LeBlanc,RT @jjauthor: #MandateFreedom. Never forget Cuba and communism. #SuperBowl #FidelCastro https://t.co/lyJ6gTf8z7,SuperBowl,False
19,2022-02-20,1495495684879187968,evan_willsmore,Evan Willsmore,RT @ScottYoffeComms: The #SuperBowl may have been a week ago but #football never stops &amp; @HUBFootball2020 is right back at it with a #CAMP…,SuperBowl,False
20,2022-02-20,1495495558085152776,josepablomr24,José P@blo Madrigal Ríos,"Acabo de ver por milésima vez el show de medio tiempo del #SuperBowl de 1993,y sigue siendo el mejor de la historia… https://t.co/F9MpUAbqrW",SuperBowl,True
21,2022-02-20,1495495242971492352,FunkyFlood,Funky Flood,"With Pepsi out, #NFL looks for someone to pay up to $50 million to sponsor #SuperBowl halftime show https://t.co/S3KcvjUY8b",SuperBowl,False
22,2022-02-20,1495495230858338304,Konnan5150,Konnan,"RT @K100Konnan: https://t.co/rJasRcXDPD #K100 w @Konnan5150 @TheRealDisco @jffeeney3rd feat thoughts on #CodyRhodes leaving #AEW, #SuperBow…",SuperBowl,True
23,2022-02-20,1495495059529158663,bobo_j13,BOBO 16-16-1🏒🧥 10-6🏈🐅🥇 🏆,So we are officially 7 days past the #Superbowl and I'm still not over how Eli Apple was 1 on 1 with Cooper Kupp in… https://t.co/BlKj1Qytth,SuperBowl,True
24,2022-02-20,1495495036959698950,MiseryEater101,🧠 A Glimpse Into My Mind 🧠,"RT @RefBrandonTolle: Day 2 here in New Orleans for @IMPACTWRESTLING #IMPACTonAXSTV Tapings. @Willie_Mack is walking around ringside, sees m…",SuperBowl,True
25,2022-02-20,1495494950888390659,robinsportsnews,Sports News & Videos,https://t.co/KBfeypnlIv identifies Panthers' most must-keep free agent - Panthers Wire https://t.co/zB8bXLzF3l #NFL… https://t.co/PcplaB0dJt,SuperBowl,False
26,2022-02-20,1495494842645987334,TimothyParkertv,Timothy Parker,"RT @TanyaMcRaeSoCal: We're looking at the impact Super Bowl LVI had on the local economy on ""In Focus SoCal"" with Inglewood @MayorButts, @s…",SuperBowl,True
27,2022-02-20,1495494796739330056,Cole22689488,Cole,RT @TheGleef: Post a screenshot of who you got going to the Super Bowl next year! #NFL #SuperBowl https://t.co/uuIaXs2toX,SuperBowl,False
28,2022-02-20,1495494676006285323,vicky_whedbee,Vicky Whedbee,RT @davepperlmutter: @bookingcom 🏈🏈 Honoured to be featured in this @bookingcom ad with SUPER COOL @idriselba on @YouTube #idriselba 👉 http…,SuperBowl,False
29,2022-02-20,1495494662316044288,unvergesslich,Tobi' 🪴,"RT @NFLDeutschland: Am College: Sie Cheerleaderin, er Quarterback-Star – heute gemeinsam #SuperBowl-Sieger. Wie ein Hollywood-Film! 🤩 (via…",SuperBowl,False
30,2022-02-20,1495494392408334343,AilsaForshaw,Ailsa Forshaw🧢,"RT @AilsaForshaw: #joeburrow #BengalsNation @Bengals @JoeyB 
$89.99
Joe Burrow #CincinnatiBengals
Majestic Threads #SuperBowl  Bound🏈
Name…",SuperBowl,True
31,2022-02-20,1495494293762551810,mahmah47584078,まーしゃ🍀mahmah,"#人生で最も縁の無い二文字 は...
【退屈】‼️

#一生行くことのない都道府県 は...
択捉島かなw

麻雀とラーメンとオンカジに忙しくて、
退屈してる暇はないっちゃ🎶🎵

⬇️30ドルと無料スピンもらえる登録リンク… https://t.co/nZ6ohhcNlE",SuperBowl,False
32,2022-02-20,1495494129383460870,IamEugeeK,EUGEE K. 🎬 | Kevin Eugee Wilson,You all notice how we have so many big events during #BHM the shortest month of the year #SuperBowl #AllStarGame us… https://t.co/5RoY1gvT6X,SuperBowl,True
33,2022-02-20,1495494099599708160,chiefs_227_tv,Jamaal Al-Din,"RT @Hoops227_NFL: 4,740 Yds 38 TD Tried to hurdle with 227's YouTube Chili' Patrick Chili' Mahomes #RunItBack #SuperBowl Spicy' https://t.c…",SuperBowl,False
34,2022-02-20,1495494010206625798,SolutionCentek,ContaPro,"RT @santiago_axl: Grandes exponentes del rap.
#SuperBowl",SuperBowl,False
35,2022-02-20,1495493981773316096,Hoops227_NFL,Jamaal Al-Din,"4,740 Yds 38 TD Tried to hurdle with 227's YouTube Chili' Patrick Chili' Mahomes #RunItBack #SuperBowl Spicy'… https://t.co/E4TcVyIznA",SuperBowl,False
36,2022-02-20,1495493918460362754,FabianLoran,Fabian Loran,"RT @HugoGloss: Só hits no #HalfTimeShow! Essas tocaram muito naquele MP3 128MB, hein?! Hahahaha AMOOO! #SuperBowl",SuperBowl,True
37,2022-02-20,1495493811619119105,TriumphTega,Klever Punk @ Soccer Punks FC ⚽,"RT @SoccerPunksFC: Snoop Dogg Superbowl Soccer Punk 1/1 Giveaway🐶

🔥 Like, RT + Tag Frens
🔥 Winner in 24 hours
🎉 React to join: https://t.c…",SuperBowl,False
38,2022-02-20,1495493805511958528,FabianLoran,Fabian Loran,RT @ladygaga: THAT WAS A BOMB OF RADICAL LOVE THANK YOU #SuperBowl HALFTIME SHOW!! Incredible!! That’s what it’s all about!!,SuperBowl,True
39,2022-02-20,1495493780212006925,Teller0303,Teller0303,"RT @cesthinakhan: Love love love #Eminem in black with gold chain, his entrance, the roar of the crowd and the performance 🔥🔥🔥. Really hope…",SuperBowl,True
40,2022-02-20,1495493668534378501,SolutionCentek,ContaPro,"RT @santiago_axl: Un evento similar al #SuperBowl aquí en #Ecuador ?

La Noche Amarilla.
Y si la repotenciamos?

Pilas Ídolo @BarcelonaSC…",SuperBowl,False
41,2022-02-20,1495493591917113349,AdvertGirl,Denise Blasevick (she/her/hers),"My top #superbowl #ad picks (forgot to tweet last week)! #superbowlads #adbowl 
https://t.co/XXBqMSJftl",SuperBowl,False
42,2022-02-20,1495493493556277248,Hoops227_NFL,Jamaal Al-Din,"5,316 Yds 43 TD 49ers Rumors: Trade Jimmy G For 227's YouTube Chili' Tom Chili' Brady #GoBucs #SuperBowl Spicy'… https://t.co/OD3ks3IiXc",SuperBowl,False
43,2022-02-20,1495493486115573761,Hoops227_NFL,Jamaal Al-Din,"5,316 Yds 43 TD 3 reasons 227's YouTube Chili' Tom Chili' Brady #GoBucs #SuperBowl Spicy' https://t.co/4KYDMMCfcw… https://t.co/68YdFpYP2q",SuperBowl,False
44,2022-02-20,1495493250953666571,CoachMinich,Matt Minich,RT @jcoreyartist: “Super Bowl LVI” mural done with Expo markers on the whiteboard In my high school art class. This match up is one for the…,SuperBowl,True
45,2022-02-20,1495493178144829441,felixsarcona5,Felix Sarcona,RT @MikeEsposito5: Looks like the #Bengals need to keep some backs in to pass protect on the next series #SuperBowl,SuperBowl,True
46,2022-02-20,1495493133387325446,Leastan_,Leastan,RT @MsLeaSalonga: That #SuperBowl halftime show was EPIC!!!!!!!!!!!!!,SuperBowl,True
47,2022-02-20,1495493129948082176,sportoz99,Telly Vision,"#TheFive I'm #Woke to #crypto..#Bitcoin b4
2015..but too new to invest.
Today..it's a #Superbowl ad...
Two Reasons… https://t.co/RWtG327jiY",SuperBowl,False
48,2022-02-20,1495493014529183746,trexyecart,TRoss,"RT @Reuters: ICYMI: In the neighborhood around SoFi Stadium, residents capitalized on the crush of #SuperBowl fans by asking hundreds of do…",SuperBowl,False
49,2022-02-20,1495492852691968010,negrosaha,MI BENDITO VALLENATO.,"RT @PSICOPOLITICO19: #BuscarlasHastaEncontrarlas
#Buscarloshastaencontrarlos #PrecioJusto
#SuperBowl #FelizMartesATodos #FelizMartes

Sofía…",SuperBowl,False
50,2022-02-20,1495492319805644812,LarrySkiles1987,Larry Skiles,@LetsGoBackToWCW @RicFlairNatrBoy @MarkMaddenX @FlairUncensored @itsvadertime 2 Thundercage Matches at #SuperBowl 4… https://t.co/VK3QJR6Ptw,SuperBowl,True
51,2022-02-20,1495492266403713026,MastrVee,MastrV,RT @plasticaction_: Superhero Bowl 🏆 Who’s takin it? #Marvel or #DC #SuperBowl https://t.co/fF2WHu6kGo,SuperBowl,False
52,2022-02-20,1495492244761104385,GatorPrince,GATOR,RT @WWE_MandyRose: I just made the most bomb chicken wings in the air fryer right in time for kick off 😛 #Superbowl,SuperBowl,False
53,2022-02-20,1495492177476173828,GatorPrince,GATOR,RT @WWE_MandyRose: Ah love seeing my girl Rue in a #SuperBowl commercial 🥰🙌🏼,SuperBowl,False
54,2022-02-20,1495492065526181888,GatorPrince,GATOR,RT @AlexaBliss_WWE: Best #HalfTimeShow ever 👏🏼👏🏼👏🏼 #SuperBowl,SuperBowl,False
55,2022-02-20,1495491891940536326,TKadidlhopper,Tyler Jay Kadidlhopper 🦛,"RT @dailysimpsons: Every year, I anxiously await this prediction to come true. #TheSimpsons #SuperBowl https://t.co/uMmTb9XIG8",SuperBowl,False
56,2022-02-20,1495491877214294024,FarandulaAqui,LaFarandulaAqui,RT @YoZhoy: #JustinBeiber cancela show por dar #Positivo a #COVID19 … pero ahí andaban en el #SuperBowl sin cubrebocas … no lo sé estoy esp…,SuperBowl,False
57,2022-02-20,1495491858625142785,MiguelBokeron,Miguel134,"RT @bwinBE: 🎙️ Nog even over vannacht, was dat niet de GEKSTE Half-Time Show in de geschiedenis?
-
🎙️ En y repensant, est-ce que ce n'était…",SuperBowl,False
58,2022-02-20,1495491263050747907,Toonn24,ToonTo 🥳,RT @updatechartuc: Meu Deus a Patrizia sentada do lado da Beyoncé! #SuperBowl https://t.co/VeMMhK9FkB,SuperBowl,False
59,2022-02-20,1495491190019481602,J_Komplex,Miephoernchen,"RT @DettiFBei: Nachtrag zum #SuperBowl:

Patriots ex-Linebacker und aktueller Assistant Coach Jerod Mayo macht nen Spot für @Hellmanns MAYO…",SuperBowl,False
60,2022-02-20,1495491143311708160,MikeGoated575,Mike,"RT @BovadaOfficial: Since we’re celebrating our 10 year anniversary… 
We’re giving away 10 x $250 bonuses for the #SuperBowl!! 

To enter:…",SuperBowl,False
61,2022-02-20,1495491141432659972,Fanboy_TheFlash,Fanboy The Flash,"RT @DROIDzWORLD: Found them! 
They just sent me this... I guess they went to the #SuperBowl  to see #SnoopDogg #DrDre  and #Eminem 

In hon…",SuperBowl,False
62,2022-02-20,1495490981092724737,SanteSuzie,Suzie Sante,RT @GunnelsWarren: Can’t stop thinking about how the owner of the Rams worth $12.5 billion was able to receive a $100 million tax break to…,SuperBowl,True
63,2022-02-20,1495490951732674562,NFLDraftBible,NFL Draft Bible on Sports Illustrated,RT @ScottYoffeComms: The #SuperBowl may have been a week ago but #football never stops &amp; @HUBFootball2020 is right back at it with a #CAMP…,SuperBowl,True
64,2022-02-20,1495490913614929921,LuegenLuder,Lügen Luder,"RT @PWD_Metal: Ich schaue nicht gerne Super Bowl, weil's cool ist, ich schaue Super Bowl, weil ich das gerne schaue. Basta. Abgesehen da da…",SuperBowl,False
65,2022-02-20,1495490892131676169,ScottYoffeComms,Scott Yoffe Communications,The #SuperBowl may have been a week ago but #football never stops &amp; @HUBFootball2020 is right back at it with a… https://t.co/1UmzFXTfb3,SuperBowl,True
66,2022-02-20,1495490868496801799,DorothyBobbins,Tracy Sanderson,"RT @shalom08: Are we ok #Canada? Are we seriously going back to our regular lives and continue to mask, social distance, etc? After watchin…",SuperBowl,False
67,2022-02-20,1495490768747831299,ShawnOban,Dr. Shawn Oban,RT @TheGleef: Post a screenshot of who you got going to the Super Bowl next year! #NFL #SuperBowl https://t.co/uuIaXs2toX,SuperBowl,True
68,2022-02-20,1495490764553564160,elnes_l,Elnes.L.Brie,"RT @billboard: Eminem's Shady Football '22 Capsule collection celebrates the #SuperBowl and includes bomber jackets, shirts, hoodies and ha…",SuperBowl,False
69,2022-02-20,1495490624631549955,RefBrandonTolle,Referee Brandon Tolle,"Day 2 here in New Orleans for @IMPACTWRESTLING #IMPACTonAXSTV Tapings. @Willie_Mack is walking around ringside, see… https://t.co/XYG2jz6b3N",SuperBowl,True
70,2022-02-20,1495490295160610821,QueenKika,Mars Hare,"RT @dean_frey: Lining up my #CapeDorsetGraphics posts for #SuperbOwl Sunday! 🦉
""Sparring Owls"" by Quvianaqtuk Pudlat (1962-), from 2017
#In…",SuperBowl,False
71,2022-02-20,1495490246858842112,Hoops227_NFL,Jamaal Al-Din,"3,113 Yds 25 TD 227's YouTube Chili' Russell Chili' Wilson #GoHawks 1x #SuperBowl Champion! Spicy'… https://t.co/LWBNQ0Q1HH",SuperBowl,False
72,2022-02-20,1495490239627870210,Hoops227_NFL,Jamaal Al-Din,"3,113 Yds 25 TD 227's YouTube Chili' Russell Chili' Wilson #GoHawks 1x #SuperBowl Champion! Spicy'… https://t.co/729ku3RPRu",SuperBowl,False
73,2022-02-20,1495490233147662336,Hoops227_NFL,Jamaal Al-Din,"3,113 Yds 25 TD 227's YouTube Chili' Russell Chili' Wilson #GoHawks 1x #SuperBowl Champion! Spicy'… https://t.co/GChUEF1IWU",SuperBowl,False
74,2022-02-20,1495490225711116288,Hoops227_NFL,Jamaal Al-Din,"5,316 Yds 43 TD Mike Florio of Pro Football Talk says he thinks 227's YouTube Chili' Tom Chili' Brady #GoBucs… https://t.co/DiRj1ws6Ge",SuperBowl,False
75,2022-02-20,1495490218182414338,Hoops227_NFL,Jamaal Al-Din,"5,316 Yds 43 TD 227's YouTube Chili' Tom Chili' Brady #GoBucs #SuperBowl Spicy' https://t.co/4KYDMMCfcw… https://t.co/VIGywWN61S",SuperBowl,False
76,2022-02-20,1495490095851397128,foreigngrown8,THEE Princess of Wakanda 🇯🇲,"RT @HarvardHBS: Britney Winters’ (MBA 2016) online wig and hair product company, Upgrade, got the opportunity to show off its work to more…",SuperBowl,True
77,2022-02-20,1495489656343109632,TweetsOnBeats,Tweets On Beats,RT @iam_jam_ali: You can catch a “Glimpse” 🔭of where this is all headed. Available on all streaming services. Beat Season 1 @iam_jam_ali I…,SuperBowl,True
78,2022-02-20,1495489566643568643,topbindex,TopBindex!,"Los anuncios en el #SuperBowl impulsan las descargas de aplicaciones cripto en un 279%, con #Coinbase liderando el… https://t.co/dIaOkretrN",SuperBowl,False
79,2022-02-20,1495489551468531718,SERVANDOQUIROS,SQ,"Tenía que hacerlo 😭🤣
#SuperBowl #humor #Cadiz #Espana https://t.co/HGzjpm78wX",SuperBowl,False
80,2022-02-20,1495489485727014917,Kaj33422575,Kaj,"RT @Shibtoken: Hello, #ShibArmy! Hope you're enjoying the #SuperBowl.  

We are excited to announce a new upcoming Twitter Spaces AMA event…",SuperBowl,False
81,2022-02-20,1495489460385067012,RavensMX_,Ravens Flock Mexico,Pónganle a @nflnetwork #RavensFlock que están pasando el #SuperBowl XLVII 🔥 https://t.co/3N0D37VD6d,SuperBowl,False
82,2022-02-20,1495489436905316355,teegsontech,Teegsontech.eth,The kids who fly into web conferences just to party may be just as ugly/annoying as the web3 companies who spend mo… https://t.co/ioSh3utBDB,SuperBowl,True
83,2022-02-20,1495489269107937282,AustinHenry97,Jolon Assinewai,RT @burner_cp3: Megan Thee Stallion booed at the #SuperBowl  guess they all know Tory Lanez ain’t shoot her https://t.co/OOpHVzk87Q,SuperBowl,True
84,2022-02-20,1495488804710490118,FlaHahaha,FlaHaHaHa,"RT @apitoxfla: eu achei que a temporada da #NFL acabava depois do #SuperBowl.
Me enganei.

#crf #VARmengo #SupercopaDoBrasil https://t.co/z…",SuperBowl,False
85,2022-02-20,1495488761840517122,billionaireBri8,billionaireBri08.eth,"RT @HarvardHBS: Britney Winters’ (MBA 2016) online wig and hair product company, Upgrade, got the opportunity to show off its work to more…",SuperBowl,False
86,2022-02-20,1495488671738433539,BillieKelpin,Billie Kelpin,"RT @BillieKelpin: People see #deafrappers invited by #DrDre to the #Superbowl, and assume #signlanguage was ALWAYS accepted today. ""Falling…",SuperBowl,False
87,2022-02-20,1495488595108548612,DanielWClarkDWC,"Daniel William Clark, a.k.a. Santa Clark 🎅🎄","#Beijing2022 #WinterOlympics 
Man, I gotta say, @miketirico is one busy dude!
The guy goes from The #Olympics in… https://t.co/gBIWf1NpLP",SuperBowl,False
88,2022-02-20,1495488507724324872,LGcommaI,"Logic Geometry, Information","RT @Simon98462522: Heute können sich wieder BRDlinge jede Abartigkeit der undeutschen, ungesunden Küche reinfeuern während sie den Besatzer…",SuperBowl,False
89,2022-02-20,1495488432298237959,CoeurAlaska,Coeur Alaska,Did you catch the 2022 #SuperBowl last Sunday? #CoeurAlaska #KensingtonMine employees got to watch the big game out… https://t.co/fLNzvSbi1U,SuperBowl,False
90,2022-02-20,1495487952633401348,BrentonTemple,Brenton Temple,RT @THE_Ickster: Reminiscing about #SuperBowl #whodeynation #coldcuts https://t.co/FTRifG6DUE,SuperBowl,False
91,2022-02-20,1495487937387053056,Unminced_Words,Unminced,Rams Fans Gifts here https://t.co/nEtzWqUZiX Sweet Swag you can have in time for the game. Just order Priority!… https://t.co/lPjNVfCbZz,SuperBowl,False
92,2022-02-20,1495487934648262656,KerriDionisi,Kerri Dionisi,"RT @OCChoppers: Check out the QUEEN from the halftime show, WE RIDE on some OCC custom choppers!

#MaryJBlige #PaulSr #OCC #Motorcycles #Ch…",SuperBowl,False
93,2022-02-20,1495487898388680705,TllyPtter,TllyPtter,"RT @KyuubiKurama7: 💥 #CryptoNews :
🚨 Kyuubi Kurama 🦊 #giveaway 1,000,000,000 $KYB

🎁Follow +💵Retweet +comment BSC : @KyuubiKurama7

#KYB #K…",SuperBowl,False
94,2022-02-20,1495487840528080901,PawelSzpinek,V19💜🏈💛,RT @TheGleef: Post a screenshot of who you got going to the Super Bowl next year! #NFL #SuperBowl https://t.co/uuIaXs2toX,SuperBowl,True
95,2022-02-20,1495487750652542980,josue_couchy,Couchy Josue,RT @TalbertSwan: The @NFL issued a statement that they were in full support of @Eminem taking a knee during the #SuperBowl #HalfTimeShow.…,SuperBowl,False
96,2022-02-20,1495487734890131457,JohnnyBeGood06,Johnny,RT @AshNicoleMoss: Eminem had the entire stadium singing ‘Lose Yourself’ A BANGER TO THIS DAY #SuperBowl https://t.co/SniMkHeVbA,SuperBowl,False
97,2022-02-20,1495487715323830272,OCChoppers,OrangeCountyChoppers,"Check out the QUEEN from the halftime show, WE RIDE on some OCC custom choppers!

#MaryJBlige #PaulSr #OCC… https://t.co/FHB9kuavUP",SuperBowl,True
98,2022-02-20,1495487584444854273,AmyMartin1994,amy,"RT @OddsCheckerUS: ❗#SUPERBOWLLVI  JACKET GIVEAWAY ❗

Enter to win a piece of #SuperBowl history 📜:

🏈 FOLLOW us
🏈 LIKE this tweet
🏈 REPLY…",SuperBowl,False
99,2022-02-20,1495487502739718148,BaranKa43601721,Baran Kaya,RT @TheeHustleHouse: Congratulations to our @BoredApeYC homie @VonMiller on being the 1st ever #BAYC #SuperBowl champion! https://t.co/43TO…,SuperBowl,False
100,2022-02-20,1495487331188441093,TheYTW,jake,RT @RamsNFL: SAY IT WITH YOUR CHEST! #SUPERBOWL CHAMPIONS! https://t.co/c8pTPDmSNe,SuperBowl,True
101,2022-02-20,1495487260615221248,Jestes891,Jestes89,"RT @Shibtoken: Hello, #ShibArmy! Hope you're enjoying the #SuperBowl.  

We are excited to announce a new upcoming Twitter Spaces AMA event…",SuperBowl,False
102,2022-02-20,1495487215249539087,BlueEgg18,Naranjo082,Bien! Eso es lo q debe hacer un periodista y no sentir q con esos documentos ya ganaron el #SuperBowl https://t.co/ycVIg5LGzT,SuperBowl,True
103,2022-02-20,1495487062048493571,Davidgp21198921,David,@WatcherGuru jokerfootball great opportunity to earn money and enjoy the best sport in the world get your pet to ch… https://t.co/4qKQjEucfD,SuperBowl,False
104,2022-02-20,1495487046839898116,womcon,Nancy Womack,RT @TheGleef: Post a screenshot of who you got going to the Super Bowl next year! #NFL #SuperBowl https://t.co/uuIaXs2toX,SuperBowl,True
105,2022-02-20,1495486868401668099,normandundas,norman dundas,RT @TheGleef: Post a screenshot of who you got going to the Super Bowl next year! #NFL #SuperBowl https://t.co/uuIaXs2toX,SuperBowl,False
106,2022-02-20,1495486855411912710,KimmyFTB,Kimmy from the Block,RT @farokh: Shoutout to Snoop Dogg for wearing the first ever custom 1/1 @RugRadio Genesis NFT outfit at the #SuperBowl halftime show!!! 😱…,SuperBowl,False
107,2022-02-20,1495486806649106432,world_news_eng,World News,"RT @Reuters: ICYMI: In the neighborhood around SoFi Stadium, residents capitalized on the crush of #SuperBowl fans by asking hundreds of do…",SuperBowl,False
108,2022-02-20,1495486759572062209,mielke_marcus,Marcus Mielke,RT @NFLDeutschland: EPISCH! 🔥 #SuperBowl #PepsiHalftime https://t.co/RTnjbFI8l5,SuperBowl,False
109,2022-02-20,1495486716232323072,jumbie91589274,jumbie,RT @XXL: Kendrick Lamar’s halftime performance #SuperBowl #PepsiHalftime https://t.co/TxFbvE81gI,SuperBowl,False
110,2022-02-20,1495486597357264898,MileysDinasty,Julie ♡,RT @MileyNation13: Miley Cyrus for the #SuperBowl 2023!https://t.co/w4UFxOyAsW,SuperBowl,False
111,2022-02-20,1495486596530982917,PriorityMell,Mell Man,"RT @PriorityMell: https://t.co/QLCPfssr5j

📭📬📪

🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾

#hotnewhiphop #realhiphopmusic #soundcloudrapper #fullofresentment #bittersweet…",SuperBowl,True
112,2022-02-20,1495486520345694226,PilarMahl,Pilar Mahl,RT @PilarMahl: Local Delivery to #Cincinnati #WhoDey #RuleTheJungle #Bengal #Starbucks #CincinnatiBengals #SuperBowlLVI #etsy #SuperBowl #b…,SuperBowl,True
113,2022-02-20,1495486411318902787,AAzeezminuwa,BAPETEL™,"RT @Reuters: ICYMI: In the neighborhood around SoFi Stadium, residents capitalized on the crush of #SuperBowl fans by asking hundreds of do…",SuperBowl,False
114,2022-02-20,1495486402624110596,TigrayAdeymeley,Mizen Sibhatu,"RT @Yohannes_v: DID YOU KNOW THERE IS A GENOCIDE HAPPENING IN #TIGRAY RIGHT NOW!

The Ethiopian regime is using famine as a weapon to exter…",SuperBowl,False
115,2022-02-20,1495486235644764164,rsps_mint,MintRSPS,"RT @BasicallyBlxbrg: It's the #SuperBowl! Who do you want to win, the Cincinnati Bengals or the Los Angeles Rams?

Like for Bengals
Retweet…",SuperBowl,False
116,2022-02-20,1495486213842681857,itsBayley212,Bayley,"RT @itsBayleyWWE: Hey, it’s my 5 year anniversary. Who’s giving me their tickets to the #SuperBowl ? https://t.co/FEjLcco1JH",SuperBowl,False
117,2022-02-20,1495486102442070017,021Eros,Eros 021,"RT @hypedreamsco: #SuperBowl Goals! Jay-Z Talks Ghostwriting ‘Still D.R.E.’ For Dr. Dre &amp; Snoop Dogg 🖋
https://t.co/jVgSS8FiP6",SuperBowl,True
118,2022-02-20,1495485921159909379,Hoops227_NFL,Jamaal Al-Din,"5,316 Yds 43 TD 001-227's YouTube Chili' Tom Chili' Brady #GoBucs #SuperBowl Spicy' https://t.co/4KYDMMCfcw… https://t.co/cDVnJvLqrc",SuperBowl,False
119,2022-02-20,1495485909482893312,Reuters,Reuters,"ICYMI: In the neighborhood around SoFi Stadium, residents capitalized on the crush of #SuperBowl fans by asking hun… https://t.co/qTRYPdGFW2",SuperBowl,False
120,2022-02-20,1495485685532438528,apenftwatcher,Ser Jizuke,"RT @GalaxyImbecile: had to make a superbowl 50cent

@SmolBrainsNFT x @50cent

#50cent #superbowl #ahhrealmonsters #smolbrains #smolverse #s…",SuperBowl,False
121,2022-02-20,1495485657652744193,lhd_on_sports,lhd_on_sports,"A week ago today, our Sportsman of the Week padded his Hall of Fame legacy with a #SuperBowl Championship https://t.co/xr0XO81BGu",SuperBowl,False
122,2022-02-20,1495485626862518273,martinmandang,martinmandang,"RT @BTCfuel: Huge events like the #superbowl are often used by advertisers to create awareness amongst future customers.

New wave of #Bitc…",SuperBowl,False
